K,True label,Predicted label
1,1837648468,2373193017
1,2146648799,953150943
1,2225545214,1498036882
1,479141056,1291859186
1,579273273,2169519796
1,2772330344,275813572
1,1887467014,674131545
1,986496525,358732132
1,2649254798,661566022
1,3107449213,3000452258
1,2334340337,382104454
1,2156310193,18118282
1,2494171542,3928391021
1,2382643618,523114537
1,2944857642,2126845526
1,4239000339,3090357920
1,1947359892,1587790957
1,3400865074,3822093076
1,1386837816,3784861428
1,316640687,587285122
1,3783430560,2116759637
1,1237550763,3994211300
1,3475904703,3283040645
1,2968086582,2197473437
1,2832112238,488036793
1,3557984064,1542179482
1,2714234360,2408434148
1,993561200,3922902476
1,3661312991,372421102
1,1997111086,3017290381
1,73121725,720695533
1,48664808,3346732894
1,1918908464,4036364070
1,1632241419,3710262094
1,165773429,1639806754
1,2075200438,1746655739
1,1438266755,191088936
1,3017519116,2298886343
1,4140108713,1127243882
1,100304050,4082213560
1,2445819304,2469953792
1,1276317194,1955022624
1,680352664,3931497319
1,3997226181,1508531623
1,4076730450,1987802018
1,589866327,1746756468
1,631880435,1173156333
1,2358586852,3983879500
1,3833249756,1464918567
1,29855676,110627267
1,4106791294,2914665042
1,1082151302,4026050395
1,3891527925,2897940671
1,3996065489,2434277179
1,3620290778,926094081
1,2077604114,155019103
1,2125715228,2935245097
1,3287640903,2867875609
1,1942259177,2085684766
1,2670100165,1652696556
1,4003667631,1099505215
1,4272731011,3565319599
1,4016681241,385446748
1,2796307242,2542461348
1,54673888,1911010635
1,1039178864,785743691
1,1496217251,2601153740
1,607439609,2966681171
1,3958554081,665979983
1,1634339764,3085147105
1,1959064378,3994076087
1,1514691032,4027944139
1,2952358810,2992828829
1,4235533899,4122651001
1,903339787,442225337
1,1634389569,2889506248
1,3447116483,1081076968
1,3433277712,2597349312
1,759859443,1271080145
1,4228787858,591338133
1,1091404026,891248341
1,898782087,680160207
1,220969354,2122615016
1,1739049310,462212371
1,833264571,2935245097
1,3901468991,33081792
1,2139199652,4027884343
1,2906760846,3032262567
1,3947389405,3050095186
1,3930203087,2937525435
1,2399247837,1857930627
1,3798148356,1958573404
1,2104231529,3242366539
1,3998531872,3903704775
1,3462916796,4198148727
1,3183550280,302466871
1,934007288,3216433143
1,3441184770,914377509
1,3959104960,4226111444
1,3725046139,732294763
1,1964914740,1921753762
1,454862819,1317491259
1,3825693463,3102277942
1,2821559246,2591192196
1,591338133,2618339302
1,101129666,1697237881
1,2105997840,1779297273
1,2656100473,2382643618
1,2644068036,499818668
1,1457227967,1039178864
1,35336103,510575464
1,3236591865,314590047
1,2767534296,3323080982
1,849871363,3046232167
1,2679529973,2856557907
1,1611718867,2404669998
1,1088754866,1166650192
1,472964117,3267355043
1,1317491259,1734600438
1,4108245777,4212108576
1,3562764254,1065450055
1,2378308641,731330024
1,506905780,4106412301
1,2320437819,1079705715
1,213671806,2620666302
1,3868323463,1733221456
1,2133079047,2551798839
1,726542108,2698075415
1,1891360161,3583220000
1,2360365664,3100823658
1,2614193632,4013626432
1,249114794,2115449537
1,3468445701,2145882222
1,3965458173,3341820178
1,2045230885,2285573787
1,3241710289,2410084117
1,2843883548,4186270168
1,1203796264,3910180114
1,3330386853,580110121
1,2839256080,178205299
1,765057130,1638498392
1,2725921673,3784764938
1,3321817637,3225902227
1,841077506,1436991699
1,1552585112,3717815102
1,2531010975,3294454723
1,2619971180,436095484
1,2647466122,2126962532
1,993561200,2434277179
1,4288261335,275813572
1,2661900930,924941397
1,2050008693,2686433648
1,3536782241,1880394849
1,3555890865,3833583666
1,805742252,1509111404
1,2494220600,2225545214
1,1088754866,1953855829
1,1103634344,1377132605
1,3105935071,1951630187
1,1544174053,2956941947
1,3396497468,4270579498
1,378982106,1530471963
1,2817107516,1528766357
1,3601240807,3994076087
1,2860060458,1145764113
1,1511982535,1102417624
1,1251456488,3216433143
1,2466540058,3448676668
1,3109492579,3446176643
1,1459398408,1734600438
1,1535082710,1680535208
1,3947874382,3383883695
1,86075857,1606233607
1,1423186735,1383859208
1,2316087548,1338860962
1,1515647204,2825040039
1,2019180045,826101401
1,486632107,2540685607
1,1198512218,804601457
1,1424073930,2889946990
1,3457107298,3091316156
1,3095168306,2999553837
1,2098087200,3695147413
1,130594841,10528187
1,2299314811,3593451990
1,2178149890,1574620312
1,1045953288,4201525448
1,3528630234,2309690778
1,4149304686,1390892179
1,27987080,3423419034
1,1570703533,1775594405
1,3502659253,3250698869
1,2113839458,1141798720
1,3857362372,1154928830
1,245619002,108185000
1,1001549466,3315687969
1,983229802,2912212709
1,3476791345,1633347013
1,3255648285,1387444658
1,3326186289,962737723
1,99699720,3137940792
1,828252369,1355302625
1,2380631081,90279229
1,461879787,2519284380
1,3134200189,3655556545
1,4088867424,856753601
1,3474941323,4105481468
1,2142915507,1013980683
1,1459401360,2116828216
1,3182355207,836450964
1,3118221353,694496801
1,328519426,275813572
1,3781962845,1645648261
1,2618339302,2604808762
1,196929574,3740972720
1,3847500015,983258613
1,2092158825,2825929871
1,1958306891,2540685607
1,4141124289,121462973
1,1789575756,227645039
1,3005710991,256111454
1,3123184568,2108076530
1,1216871853,361836809
1,950756299,962737723
1,2488185809,3323080982
1,2959365023,2964440663
1,1559783574,2073932971
1,775559632,1954967078
1,3877962737,3660894532
1,2639197701,821583868
1,3839082219,763017871
1,4159286058,3446099980
1,408060723,579434069
1,969525795,4274457270
1,2667911404,2119821532
1,2851765537,923944974
1,2334699089,249398264
1,642283221,2954113937
1,640260500,3140148174
1,3661717533,1557471785
1,1039178864,800726839
1,1892663098,1303460678
1,1922902581,3038145479
1,2572570680,726670779
1,2544485006,1690075265
1,1226500780,259006220
1,1353711813,2609303586
1,2139688074,3773991738
1,3141936314,1371706715
1,1130919487,159351600
1,565368573,1528766357
1,456689157,4116469576
1,2808026978,159351600
1,2849340242,3474225085
1,310540726,1664573953
1,538550380,706174719
1,2979556657,968857270
1,1819542892,4134804813
1,2507643569,2935277511
1,416701145,1259377502
1,1048769642,2298085882
1,58377970,2847742230
1,359356063,2595278679
1,2047392365,2645733072
1,2217561812,1155758508
1,2842565469,2427632120
1,1886466869,1203362046
1,1697294883,462212371
1,3614536240,4186692257
1,4000065135,1091404026
1,3734103207,1083732480
1,1163569239,170536513
1,4289153495,3298480601
1,2485229417,871224117
1,3441578682,1046784428
1,2650202686,1300007930
1,3000792516,639035430
1,3632326453,1251645465
1,3784581239,678236612
1,1972317754,989172613
1,2090352720,3026223342
1,1079041179,560030947
1,4284331646,2073398389
1,1022501714,994676122
1,2499310475,2122968520
1,1515647204,128996462
1,1848313115,3178142572
1,2357372960,286465092
1,3196036201,652851251
1,2566305877,1397917995
1,27537526,1903421090
1,2871735171,1746655739
1,2526641932,2352043911
1,3441184770,2602613399
1,1422811788,2702435837
1,2594065762,4100090643
1,2717135091,2661900930
1,1561749110,2142919313
1,637339345,598804910
1,717103247,4273863176
1,2219889640,3047779462
1,910237918,1679308428
1,1864386681,2364306755
1,2813825952,2362252012
1,3768186621,1710630792
1,1933551853,1036616580
1,3469222388,3773023553
1,447008477,2474902148
1,2438732135,4173713559
1,2349939933,580745263
1,1862066164,3075877919
1,2564528075,1946604092
1,911609416,2121822798
1,1873624642,1135976474
1,1781317490,2406900984
1,159351600,3183595062
1,1450672384,3619569844
1,476581871,498006320
1,2062873426,763017871
1,2378308641,3638321914
1,2169519796,1612814766
1,2272508020,1231565349
1,621907710,281151013
1,1696905666,420759736
1,3082862869,1665050072
1,942089,1575763518
1,2359485225,3072522331
1,1045307739,1569494229
1,454862819,1317491259
1,1130629555,1856860414
1,3411919975,4094408277
1,2158285549,1065450055
1,3430793990,1206849495
1,2968084237,2599759870
1,1145791039,2667064672
1,3902160400,3032262567
1,2630440468,3741723479
1,1319577121,406103859
1,1380466784,58498855
1,1100459627,1531804546
1,412386323,3196549456
1,1334396542,3098801183
1,4173832987,2811896546
1,1163569239,1602134870
1,335142357,244889631
1,1754005296,1674683146
1,2379976875,227608576
1,3651311185,3270875410
1,3433277712,2501975813
1,3881651394,1793719295
1,1959298877,1669976121
1,567923746,1267825423
1,3569208898,2988525433
1,4272731011,2910074820
1,3113678103,361836809
1,741494558,184100822
1,4089914561,2599759870
1,1333419571,1149855214
1,743984162,2960385352
1,2024515517,1817791961
1,599786344,3499485073
1,3680142869,2916313489
1,1487974851,10528187
1,3167087141,2736479533
1,2548434700,1952691729
1,2125516708,2410340130
1,2912212709,4038849533
1,2607297170,3185007248
1,3576030179,3185007248
1,291741779,2230820771
1,814083644,2427632120
1,4113151153,121602456
1,353738643,994676122
1,3101254972,185142711
1,796241175,4239000339
1,2952860307,3484362115
1,3874048560,430501350
1,2303676797,1999623060
1,1043532108,3228859801
1,1530342810,3980372000
1,3070736923,4141546375
1,348296493,1784409888
1,2293837765,3737104703
1,219568860,534606580
1,115650745,2514535472
1,3680233781,3840077899
1,2411122041,3529646908
1,717063212,2203622925
1,2940703038,469790690
1,1014916122,2319338478
1,3793721332,4249196498
1,3462799203,748653342
1,1675684498,983258613
1,1054826567,3934172035
1,646852957,1010522046
1,18848931,1114503753
1,191946414,4292939171
1,529004640,2498032570
1,73721931,2039898492
1,2309763068,904616841
1,3114081100,14108831
1,2093032547,656698835
1,467458019,1061617590
1,2892673176,3489126272
1,403548367,580982659
1,2340506284,2203998632
1,2757717424,3046642946
1,2203619540,1652884652
1,237632340,2832357206
1,1859147125,2110927214
1,431813341,2203622925
1,4098755129,2702435837
1,3729785503,1077798093
1,538550380,2910074820
1,3050187782,1799259336
1,3465319208,502958080
1,3603330933,3458686143
1,871931738,809466744
1,2237713903,3436962720
1,2099575249,3560979636
1,885968235,4058147459
1,576717309,927285629
1,3922888726,2671218489
1,431813341,1125763299
1,3658963802,3050187782
1,561120150,2116191240
1,919981481,4099296199
1,2069743339,1564720949
1,2597046568,2539384016
1,1182512555,289543660
1,3609356867,2960088786
1,1241012862,4185066444
1,4086765071,2557300142
1,39246274,3114936592
1,2651648650,2998456084
1,3935050299,652176199
1,2451413752,1505553473
1,2565628123,87797993
1,2409528198,324897189
1,3978977380,2269100299
1,272496485,2443520405
1,2393632579,1375664237
1,3888272524,1625370938
1,2628699139,2801857950
1,4166473118,1306222919
1,847291738,234541980
1,236048956,4166375360
1,1065450055,667973873
1,1812216242,2759050553
1,1932447537,2651616079
1,3621180500,500429675
1,3058128663,3563063372
1,531894828,1708803254
1,1937048978,1562653554
1,2410044879,1528144438
1,2049724136,1115565398
1,1883126923,359918838
1,3729011877,2040424215
1,3197346856,2522643499
1,2964076520,2363117516
1,3779428082,3720542793
1,2257273889,4220805733
1,3869100566,1513007525
1,3094586045,244107308
1,312075884,661566022
1,1344768389,2517390245
1,2815760159,3407512865
1,2325096265,1679308428
1,2597046568,596134130
1,2027771431,2158569615
1,2769714447,1833033014
1,892746686,2680057516
1,2312054169,2291304295
1,730945244,3454163332
1,1237786844,1746655739
1,4224194904,983618131
1,2857414562,2274307664
1,2327998759,556780176
1,3126318274,1542179482
1,3727261618,2956941947
1,1087947892,3326267479
1,3500376721,3505685894
1,1103634344,340185297
1,1051200371,3064334528
1,2824381301,1624239742
1,1014487628,1652696556
1,3441184770,4186270168
1,482434561,2410084117
1,510575464,2469953792
1,2339128108,2764077586
1,2475892818,3928391021
1,414776066,988104881
1,730688120,731330024
1,3198306492,3562779478
1,3509485436,3234691438
1,2782812436,2934912555
1,1067183952,703667902
1,379834270,2796307242
1,3332459613,2708283946
1,2377726047,2556152111
1,1088036017,146734828
1,373863554,1918908464
1,2224428568,1597074661
1,1405549222,3939955481
1,3764913231,3123453722
1,4286906991,3239439580
1,2725707385,1794810806
1,1033568951,916233415
1,1265320427,804601457
1,1566483836,668530324
1,2378887657,3430867873
1,3045290642,3173716369
1,191430859,479122246
1,74647675,4249196498
1,1166650192,3091690960
1,3044955701,424232472
1,2711633818,2187521519
1,2073533752,1653197358
1,2971797622,4088706070
1,358434513,2064625221
1,2880669728,3036742364
1,3509073089,2667064672
1,2833842908,2946339287
1,1738097215,1599091377
1,2214640257,1639045305
1,4288261335,571550607
1,1176925966,3720542793
1,652851251,1388298198
1,98561409,4167201728
1,220186114,2543427432
1,808651746,2391804211
1,3971342035,1226500780
1,3456425669,2981164480
1,3489985175,2693248013
1,1460979823,866792419
1,1232946161,2562722197
1,3768186621,3662533242
1,1080680649,1504793711
1,2747427000,3123493047
1,1735602672,1954455248
1,1177987796,1620805012
1,170286921,1746655739
1,3664546008,2391804211
1,667973873,3294457484
1,1575763518,493495643
1,3475174996,927900989
1,3596432145,904924312
1,2778410714,3292590062
1,889675857,2954011755
1,3966382483,2630440468
1,1778408420,298475141
1,1462893434,24168270
1,1733221456,3397982539
1,1679780765,1746655739
1,355303141,1450396822
1,2501717191,840834833
1,2747427000,3123493047
1,3460538113,2609126794
1,1067564682,1919417064
1,495343890,3768186621
1,1227717181,4053312415
1,2717178301,2187173784
1,4217689756,1375664237
1,2963120861,3449531066
1,2354707642,1806236557
1,4100189183,1387444658
1,873493898,1916852028
1,194541121,1900911478
1,1962846692,1411980274
1,1160103344,37661312
1,1848377746,1428008472
1,361416640,4066179401
1,2298085882,2128654399
1,2258286322,2040424215
1,333597397,560677670
1,2825461428,1134863725
1,622092984,2681723357
1,199893408,3566662720
1,1285119273,3206118280
1,1533873951,631880435
1,3113678103,3566010337
1,2674196062,3747659364
1,1534438123,1856860414
1,1931494374,2764564425
1,4185794721,1619295470
1,437810929,3228859801
1,1284560630,1803116996
1,171721650,2155479250
1,3924314161,3694216813
1,1455066942,1087624976
1,2659332639,2708283946
1,1684569558,2892673176
1,642283221,3560918382
1,942166117,2600740535
1,3096249186,2022169653
1,1482517630,2712350619
1,514101767,2259957740
1,3202948558,3299059416
1,3026349725,1695363826
1,2619971180,3299059416
1,2113839458,3926100920
1,4064895629,2866022569
1,839263285,2829513103
1,1683549933,1258162988
1,3904189995,541114057
1,1676141224,2163353660
1,1609604093,384557186
1,3425407260,3202356363
1,3914893545,3496576043
1,3375070540,1464918567
1,1844958752,1809363506
1,2855744183,3690876291
1,483372626,2666707289
1,4231398138,1251733888
1,3389408695,290615074
1,413852293,2875448725
1,3358622735,1013980683
1,1356481459,3718514110
1,2379848240,3433277712
1,2906514917,3993420682
1,494665332,2320051494
1,3136837167,4101248785
1,3457914769,449372701
1,447008477,1229426088
1,1703159951,3734383170
1,1438830118,3433073683
1,3091690960,754627436
1,408060723,2756013533
1,1440484730,2191747848
1,1190329094,3335284258
1,1662841908,3241981495
1,414776066,726670779
1,3130500495,3436962720
1,2804467266,4031719865
1,1019858566,3768186621
1,961662899,1884505575
1,3135057640,3105935071
1,3302234903,379696823
1,3571954664,3560918382
1,1582840264,3979333992
1,3431782805,587285122
1,2222899015,4145374729
1,1139870639,4240123481
1,224901683,2977318960
1,290997573,1826855584
1,2076021030,3336192469
1,2573626714,35336103
1,4228591399,232646097
1,2675366031,535420180
1,3565634603,3528764768
1,3095330776,1769966143
1,2992055559,2322193553
1,1742052212,2779555022
1,3783430560,3141662799
1,971745133,3365517875
1,1996183732,59413042
1,2221115418,1166650192
1,268043988,4144074433
1,3788290200,2172855737
1,3240547545,4163664602
1,1743836556,944479978
1,819561681,3063804201
1,3582011792,1776091437
1,45523157,4287380318
1,2387205804,3886317357
1,3056563557,3806958432
1,1698326880,693329428
1,1817826973,121602456
1,3918682288,452508504
1,2346934759,1991731592
1,2048281001,2158225477
1,756519905,3301383955
1,3129947853,3418578881
1,2648215413,1202166469
1,3700726792,475752634
1,2286870056,74599871
1,3049496351,1173156333
1,2564841627,1986364708
1,117207661,2168147177
1,3514361133,2428106591
1,442399454,2435179429
1,3369316089,2539384016
1,827591190,1231764906
1,1163569239,899136538
1,2155806999,3409664015
1,4051535156,442225337
1,3496576043,3714717952
1,1434986601,718843702
1,1628981671,962737723
1,2001682044,1232051693
1,3619569844,3650088068
1,558088884,3464246482
1,117919900,3804381683
1,2613177548,1566622764
1,1245160560,718246127
1,748653342,943212979
1,3518556795,609989844
1,848078453,866229153
1,3643795782,3879389067
1,4086628805,3283497182
1,2864178368,2514750348
1,3531512078,2952560259
1,909552595,4189236082
1,3509200562,1734600438
1,3583237905,1426270134
1,1505553473,2523174663
1,896375186,2137811355
1,3657310108,2923960299
1,43239290,1168919670
1,972061227,1382517006
1,3509200562,1734600438
1,2415538143,4031719865
1,3046555886,3772772714
1,2275104812,825311704
1,650812621,3567192124
1,2092158825,2219717247
1,1481293583,3524864138
1,275813572,3356649688
1,1466570117,2859794542
1,3113678103,1221129663
1,3676422000,992076965
1,1632207687,1701800073
1,3422097619,3336202419
1,26005029,4233581178
1,1533873951,2476703035
1,3288030854,3708914079
1,984671592,2910710051
1,33000780,1826568737
1,2013339538,634404165
1,3346732894,4187918248
1,2954023059,411375215
1,4118122025,541349321
1,27987080,3928391021
1,969537976,3021441210
1,3930259119,4189236082
1,425401919,579435501
1,2059270622,1467236588
1,2954011755,1662841908
1,1465931418,2956941947
1,1374312791,946533202
1,566927886,1312628589
1,3872602550,1515820910
1,424232472,1584817184
1,1237550763,1994379807
1,3379131320,2333719859
1,69131262,588455277
1,611016897,2295418881
1,3962524495,1457899692
1,2034299767,3113678103
1,786625962,3021321489
1,1206055512,3941745288
1,3430904587,2885113223
1,358422381,2930611512
1,1907964787,3356237226
1,3975185994,2428670441
1,469801961,962737723
1,646927042,1746655739
1,2204481244,510575464
1,1339449631,904616841
1,58377970,1146580620
1,1099505215,1168919670
1,2301602396,2668358617
1,3351968689,1498036882
1,3452237852,2339083655
1,1092434479,3724629399
1,2906760846,1149855214
1,4273038538,2622880584
1,965256718,3430867873
1,3806147643,3115028838
1,4057565955,2334699089
1,2209994116,1457218288
1,1341974351,414776066
1,1586392996,4166869640
1,1299206522,2988525433
1,2974359534,3718514110
1,3087306003,815806391
1,2014040846,4254541203
1,3969610832,3742221123
1,428417770,1053560547
1,2220491818,2747024747
1,1829472830,1351885376
1,2067627521,4172510026
1,3802781707,3355494563
1,1433608670,2384596174
1,2044385334,3998456689
1,800610000,1158368853
1,1666545703,3808346096
1,500010212,3489985175
1,4258787333,2055353646
1,1737506411,1043565100
1,3113555311,2138357912
1,2714204921,2817610477
1,2995677151,197411392
1,2880426007,1983510531
1,2938608521,3458686143
1,1032307497,334767061
1,3731662312,1601032931
1,164698800,1632241419
1,446113843,3106387760
1,1595881498,4046397346
1,1013980683,1887108400
1,4207666680,620695276
1,1783489165,363024489
1,1707910864,3892893473
1,2269606587,980122262
1,2992234715,2376318723
1,2681338524,1142999791
1,852044639,2498032570
1,4058147459,885968235
1,2954113937,2537537491
1,1251645465,3170475874
1,2050805990,534991775
1,1375874913,3508963428
1,2228309779,3050187782
1,3557183765,3219710218
1,2122615016,2336088560
1,871931738,1135976474
1,4010992987,1483976313
1,3717044186,2976096800
1,656698835,3561228541
1,413852293,2612181584
1,1850007430,1818874987
1,2827884726,381150737
1,3940507552,2947127746
1,3904189995,475082819
1,1715041013,1746655739
1,3005710991,1187614415
1,3476791345,2599759870
1,3722315479,1931898332
1,1971435171,2413419336
1,2774332744,803882194
1,139723917,2455402676
1,1082837159,2851229468
1,1807035330,3691038452
1,2380631081,302466871
1,4201525448,1828551048
1,1408107336,3120683857
1,521341954,3691038452
1,2543962267,2570580267
1,2674362245,2261647540
1,2458550285,2566339988
1,2797139963,2999794436
1,3210093153,555497581
1,544684590,1117850194
1,3793015156,3460416265
1,3156823611,4173091948
1,2403031581,949548384
1,882070118,3038200968
1,988181533,3988305205
1,938748323,55231703
1,373863554,229786310
1,96044980,1070926494
1,843663618,323780484
1,437810929,3228859801
1,1233357588,2119821532
1,3202711315,3275119116
1,2768070062,732294763
1,2210745930,772217144
1,952183003,4263247011
1,1301527687,3338732318
1,398422876,1766725644
1,2587939601,2391872938
1,974805520,314590047
1,1433608670,2384596174
1,1591152872,1740597653
1,1835158630,1994379807
1,428417770,2618339302
1,2571088868,1851302283
1,2827884726,4260898999
1,1674080897,1605907737
1,3599057523,241280640
1,74390002,4031719865
1,72436196,558985316
1,2655969926,1553075002
1,224531634,3909648655
1,3064334528,2892571732
1,3580844349,4186791151
1,3619569844,2291561916
1,1209464381,3690876291
1,3488861486,1045293852
1,2454261231,333323142
1,1154928830,502958080
1,2252151778,3642429295
1,1922902581,1528766357
1,1163569239,2389304009
1,4180232347,1248941703
1,2933572724,2249401059
1,2539384016,3203314574
1,1773396944,245619002
1,2060211577,2253182510
1,4086310475,572085747
1,3126669761,436095484
1,3196376774,1564720949
1,1124556741,716375928
1,975789094,77254707
1,2205053501,934827064
1,2092002172,590283276
1,2502846087,4152958882
1,1683383252,1837871170
1,2722321616,2879276286
1,1235830581,1517086716
1,294998300,98458146
1,220587098,2326564207
1,1348811332,3049794208
1,3013331231,1665016461
1,1055377026,821583868
1,2748820882,3536782241
1,78712259,2138981620
1,1149953435,3189320882
1,395265637,1367754390
1,459746904,1746655739
1,3326267479,2068945199
1,1290278794,1764481177
1,3700967864,2325554687
1,2964076520,2776392400
1,2474901798,2562722197
1,4105802637,1790182175
1,3585284594,4269140801
1,2172923160,1897080438
1,2458550285,4001780519
1,1543753284,3200044247
1,3322999680,3125481079
1,2233323999,1766725644
1,169240097,1322597928
1,2693722838,3254898805
1,547015283,2395771423
1,1103220443,803317615
1,1348646683,478207389
1,1966793730,642625383
1,2745663550,496432662
1,1335925472,4223656537
1,1268201436,3410214455
1,1840951047,2328956237
1,4052663637,3559268113
1,4012802395,4008307904
1,1292488962,1306578136
1,3202128395,3278316321
1,1650272262,3385654365
1,2423781234,3198659855
1,434440828,3954884272
1,3117987455,2207500054
1,3621760949,1738097215
1,4183707149,3546820623
1,2357372960,286465092
1,2865554998,2172855737
1,645628,574122605
1,1814055804,1811690130
1,2219641343,1496952524
1,2366178524,4246540209
1,1900031566,1808750350
1,3965458173,2039898492
1,2780113851,444007069
1,2441019647,4062838354
1,2422874234,1872019742
1,3612765156,3336192469
